transaction_id,timestamp,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud
TXN000023,12-05-2025 23:08,1010,9470.02,2046,Kolkata,Android,top-up,0
TXN000024,31-05-2025 09:44,1070,4758.07,2010,Bangalore,Web,purchase,0
TXN000025,18-05-2025 07:10,1096,9289.85,2046,Mumbai,Web,bill,0
TXN000026,12-05-2025 09:00,1047,6720.15,2028,Chennai,iOS,transfer,0
TXN000027,07-05-2025 16:48,1002,649.62,2037,Chennai,Android,top-up,0
TXN000028,19-05-2025 23:50,1008,11872.71,2002,Bangalore,Android,top-up,1
TXN000029,12-05-2025 11:13,1069,4859.29,2008,Chennai,Web,purchase,0
TXN000030,14-05-2025 09:50,1052,4735,2012,Delhi,Android,purchase,0
TXN000031,03-06-2025 04:12,1093,4116.91,2003,Delhi,Android,purchase,0
TXN000032,30-05-2025 13:50,1013,8007.92,2015,Mumbai,Android,purchase,0
TXN000033,17-05-2025 04:21,1059,1843.05,2015,Delhi,iOS,transfer,0
TXN000034,14-05-2025 02:26,1001,9992.83,2005,Mumbai,Android,purchase,0
TXN000035,12-05-2025 05:16,1051,2145.34,2003,Mumbai,iOS,transfer,0
TXN000036,07-05-2025 00:31,1058,2659.38,2018,Kolkata,Web,purchase,0
TXN000037,11-05-2025 02:50,1007,2974.11,2037,Chennai,Android,bill,0
TXN000038,29-05-2025 12:32,1064,5845.93,2033,Mumbai,Android,transfer,0
TXN000039,06-05-2025 05:08,1008,694.53,2043,Mumbai,iOS,transfer,0
TXN000040,28-05-2025 19:30,1074,5701.06,2038,Delhi,Web,transfer,0
TXN000041,11-05-2025 09:04,1066,5840.89,2020,Bangalore,Android,bill,0
TXN000042,14-05-2025 14:10,1085,3963.9,2041,Bangalore,iOS,bill,0
TXN000043,31-05-2025 09:08,1001,9357.99,2029,Chennai,Web,transfer,0
TXN000044,17-05-2025 21:51,1033,2139.41,2008,Bangalore,Android,top-up,0
TXN000045,20-05-2025 02:34,1069,1585.89,2045,Bangalore,Web,transfer,0
TXN000046,05-05-2025 21:08,1084,5550.48,2006,Mumbai,iOS,transfer,0
TXN000047,06-05-2025 14:18,1019,7426.74,2017,Bangalore,Web,top-up,0
TXN000048,26-05-2025 19:58,1081,2043.94,2016,Chennai,iOS,bill,0
TXN000049,17-05-2025 07:27,1011,8462.58,2040,Kolkata,iOS,transfer,0
TXN000050,16-05-2025 09:13,1033,26313.3,2010,Kolkata,Web,purchase,1
TXN000051,05-05-2025 04:16,1088,1127.62,2009,Chennai,Android,bill,0
TXN000052,08-05-2025 04:55,1016,1489.46,2002,Bangalore,iOS,transfer,0
TXN000053,14-05-2025 08:02,1031,2108.66,2042,Delhi,iOS,purchase,0
TXN000054,08-05-2025 18:23,1030,7497.28,2010,Mumbai,iOS,transfer,0
TXN000055,05-05-2025 19:55,1052,9245.63,2042,Mumbai,iOS,top-up,0
TXN000056,31-05-2025 14:44,1004,1089.88,2030,Mumbai,Android,purchase,0
TXN000057,14-05-2025 02:22,1029,8207.16,2014,Delhi,Web,top-up,0
TXN000058,30-05-2025 18:38,1008,2793.24,2049,Bangalore,iOS,purchase,0
TXN000059,31-05-2025 02:11,1042,8438.18,2001,Delhi,iOS,top-up,0
TXN000060,11-05-2025 22:38,1004,9835.67,2006,Chennai,iOS,bill,0
TXN000061,17-05-2025 12:26,1077,3143.64,2032,Delhi,iOS,top-up,0
TXN000062,28-05-2025 13:01,1000,7090.76,2033,Chennai,Web,top-up,0
TXN000063,18-05-2025 02:01,1085,709.04,2021,Chennai,iOS,transfer,0
TXN000064,28-05-2025 15:21,1039,3010.22,2042,Kolkata,iOS,purchase,0
TXN000065,18-05-2025 00:56,1024,5548.58,2026,Kolkata,Web,top-up,0
TXN000066,25-05-2025 03:25,1070,3016.49,2000,Bangalore,iOS,top-up,0
TXN000067,05-05-2025 06:34,1083,5804.05,2020,Kolkata,iOS,purchase,0
TXN000068,30-05-2025 16:26,1094,5116.63,2010,Delhi,iOS,bill,0
TXN000069,22-05-2025 09:46,1030,9520.48,2043,Bangalore,Android,top-up,0
TXN000070,13-05-2025 02:57,1060,471.68,2039,Delhi,iOS,purchase,0
TXN000071,30-05-2025 00:54,1091,5760.95,2044,Kolkata,iOS,purchase,0
TXN000072,13-05-2025 19:41,1000,6564.02,2048,Delhi,iOS,top-up,0
TXN000073,23-05-2025 22:49,1066,9580.08,2029,Delhi,Web,top-up,0
TXN000074,03-06-2025 03:55,1017,1222.37,2029,Chennai,Web,bill,0
TXN000075,25-05-2025 18:16,1078,8915.34,2046,Chennai,iOS,purchase,0
TXN000076,07-05-2025 12:27,1060,7439.12,2028,Bangalore,Android,bill,0
TXN000077,19-05-2025 13:17,1080,5217.79,2015,Bangalore,iOS,transfer,0
TXN000078,30-05-2025 02:18,1042,2352.59,2020,Chennai,Android,top-up,0
TXN000079,29-05-2025 05:49,1019,3836.52,2045,Mumbai,Android,purchase,0
TXN000080,01-06-2025 13:37,1053,5430.69,2003,Mumbai,iOS,purchase,0
TXN000081,22-05-2025 10:03,1089,5844.95,2001,Chennai,iOS,purchase,0
TXN000082,18-05-2025 20:34,1053,13252,2034,Chennai,Web,top-up,1
TXN000083,22-05-2025 04:54,1062,2736.62,2001,Kolkata,iOS,purchase,0
TXN000084,30-05-2025 15:06,1016,8406.65,2039,Chennai,Android,purchase,0
TXN000085,18-05-2025 05:09,1010,6633.37,2041,Kolkata,Android,purchase,0
TXN000086,12-05-2025 00:38,1041,2608.96,2013,Kolkata,iOS,bill,0
TXN000087,07-05-2025 18:46,1096,3797.47,2026,Bangalore,Android,purchase,0
TXN000088,30-05-2025 04:35,1044,24293.11,2014,Delhi,Web,transfer,1
TXN000089,09-05-2025 17:28,1025,9496.62,2001,Chennai,Android,top-up,0
TXN000090,09-05-2025 11:09,1072,6697.89,2013,Kolkata,Web,bill,0
TXN000091,05-05-2025 11:49,1077,1686.21,2047,Delhi,Android,bill,0
TXN000092,15-05-2025 11:33,1039,266.53,2036,Kolkata,iOS,top-up,0
TXN000093,29-05-2025 17:50,1080,6909.24,2015,Delhi,Web,bill,0
TXN000094,21-05-2025 08:11,1015,6008.11,2036,Delhi,iOS,purchase,0
TXN000095,19-05-2025 22:36,1082,698.88,2021,Delhi,iOS,purchase,0
TXN000096,18-05-2025 06:58,1081,9608.27,2029,Mumbai,iOS,top-up,0
TXN000097,11-05-2025 06:27,1034,9655.08,2039,Chennai,iOS,purchase,0
TXN000098,15-05-2025 15:32,1034,7312.95,2020,Mumbai,Android,bill,0
TXN000099,03-06-2025 08:32,1059,2446.2,2036,Chennai,Web,purchase,0
TXN000100,05-05-2025 04:52,1041,4948.12,2011,Kolkata,Android,bill,0
TXN000101,13-05-2025 08:09,1076,3409.99,2044,Bangalore,Web,transfer,0
TXN000102,01-06-2025 10:37,1030,1918.65,2046,Kolkata,iOS,top-up,0
TXN000103,17-05-2025 01:24,1062,6462.57,2028,Delhi,Android,bill,0
TXN000104,31-05-2025 01:20,1039,6920.95,2042,Chennai,iOS,purchase,0
TXN000105,09-05-2025 07:29,1095,3444.14,2035,Bangalore,iOS,purchase,0
TXN000106,27-05-2025 16:59,1015,2521.52,2046,Mumbai,iOS,transfer,0
TXN000107,29-05-2025 05:26,1088,9509.27,2011,Mumbai,Android,purchase,0
TXN000108,31-05-2025 06:30,1097,5899.97,2033,Chennai,iOS,transfer,0
TXN000109,16-05-2025 10:05,1046,2969.5,2011,Bangalore,Android,top-up,0
TXN000110,18-05-2025 07:23,1070,9743.21,2018,Mumbai,Web,purchase,0
TXN000111,26-05-2025 07:24,1036,132.53,2030,Kolkata,iOS,bill,0
TXN000112,22-05-2025 05:45,1061,523.25,2007,Delhi,iOS,purchase,0
TXN000113,20-05-2025 19:38,1006,6298.16,2009,Mumbai,Web,bill,0
TXN000114,29-05-2025 19:23,1071,2489.43,2048,Kolkata,Web,top-up,0
TXN000115,20-05-2025 23:00,1056,3809.98,2019,Chennai,iOS,bill,0
TXN000116,30-05-2025 08:37,1094,611.7,2006,Mumbai,Web,top-up,0
TXN000117,10-05-2025 23:31,1030,821.06,2011,Chennai,Android,top-up,0
TXN000118,23-05-2025 14:04,1037,14801,2002,Mumbai,iOS,bill,1
TXN000119,16-05-2025 10:06,1087,4545.77,2014,Bangalore,Web,top-up,0
TXN000120,27-05-2025 08:25,1082,5450.18,2009,Bangalore,Android,transfer,0
TXN000121,02-06-2025 04:06,1076,7928.36,2047,Chennai,iOS,purchase,0
TXN000122,31-05-2025 04:01,1089,6889.89,2025,Bangalore,Web,purchase,0
TXN000123,14-05-2025 19:28,1055,5984.39,2047,Bangalore,Web,bill,0
TXN000124,23-05-2025 06:24,1086,2296.95,2036,Chennai,Android,bill,0
TXN000125,24-05-2025 20:36,1022,7633.46,2030,Chennai,Web,purchase,0
TXN000126,08-05-2025 07:00,1074,1823.08,2027,Kolkata,Android,purchase,0
TXN000127,02-06-2025 05:20,1085,3339.75,2006,Mumbai,iOS,purchase,0
TXN000128,10-05-2025 05:10,1051,2889.3,2048,Chennai,Android,purchase,0
TXN000129,27-05-2025 14:55,1014,2531.46,2049,Kolkata,Web,transfer,0
TXN000130,08-05-2025 19:03,1052,5430.51,2003,Mumbai,Web,bill,0
TXN000131,24-05-2025 19:19,1056,4989.95,2048,Delhi,Android,bill,0
TXN000132,30-05-2025 18:19,1056,9277.45,2044,Kolkata,Android,transfer,0
TXN000133,09-05-2025 18:18,1030,6092.63,2045,Mumbai,iOS,transfer,0
TXN000134,03-06-2025 04:00,1014,941.16,2029,Delhi,Web,top-up,0
TXN000135,09-05-2025 17:47,1065,7168.87,2045,Bangalore,iOS,purchase,0
TXN000136,22-05-2025 19:41,1070,2444.87,2009,Kolkata,Android,top-up,0
TXN000137,07-05-2025 10:31,1053,2769.71,2021,Chennai,iOS,transfer,0
TXN000138,01-06-2025 00:52,1075,2992.57,2037,Kolkata,Android,purchase,0
TXN000139,16-05-2025 07:38,1070,3457.79,2048,Chennai,iOS,purchase,0
TXN000140,30-05-2025 21:46,1089,8697.32,2015,Chennai,iOS,top-up,0
TXN000141,04-05-2025 18:45,1040,4113.64,2047,Kolkata,Web,purchase,0
TXN000142,10-05-2025 17:34,1083,6640.25,2009,Kolkata,Android,top-up,0
TXN000143,21-05-2025 03:52,1012,5905.9,2028,Delhi,Web,purchase,0
TXN000144,29-05-2025 09:23,1019,5964.01,2004,Kolkata,iOS,bill,1
TXN000145,17-05-2025 14:50,1010,3980.86,2021,Chennai,iOS,bill,0
TXN000146,28-05-2025 02:41,1062,8875.51,2034,Delhi,Web,transfer,0
TXN000147,10-05-2025 12:01,1036,6847.15,2014,Delhi,iOS,transfer,0
TXN000148,10-05-2025 17:06,1012,7041.87,2028,Mumbai,Web,bill,0
TXN000149,08-05-2025 15:47,1007,469.45,2018,Bangalore,iOS,purchase,0
TXN000150,09-05-2025 04:35,1072,5316.35,2043,Mumbai,Android,top-up,0
TXN000151,27-05-2025 08:31,1079,8709.69,2043,Mumbai,iOS,top-up,0
TXN000152,09-05-2025 07:03,1058,6382.67,2016,Delhi,iOS,bill,0
TXN000153,01-06-2025 06:23,1056,1588.18,2022,Chennai,iOS,purchase,0
TXN000154,20-05-2025 13:20,1038,4573.79,2012,Kolkata,iOS,transfer,0
TXN000155,01-06-2025 14:44,1073,5723.51,2018,Bangalore,Android,purchase,0
TXN000156,30-05-2025 09:39,1087,5663.63,2049,Delhi,Web,purchase,0
TXN000157,11-05-2025 16:19,1099,9030.32,2014,Chennai,iOS,top-up,0
TXN000158,17-05-2025 08:14,1086,6212.7,2048,Mumbai,Web,transfer,0
TXN000159,24-05-2025 01:20,1039,6466.94,2028,Delhi,Web,bill,0
TXN000160,17-05-2025 12:22,1037,910.43,2020,Kolkata,Android,top-up,0
TXN000161,06-05-2025 19:40,1046,5398.68,2033,Chennai,iOS,top-up,0
TXN000162,03-06-2025 05:05,1061,8248.65,2018,Bangalore,Android,purchase,0
TXN000163,05-05-2025 04:09,1028,1416.16,2043,Kolkata,Web,bill,0
TXN000164,29-05-2025 15:14,1033,3951.8,2034,Delhi,iOS,bill,0
TXN000165,02-06-2025 05:18,1074,6726.68,2024,Bangalore,Android,top-up,0
TXN000166,15-05-2025 13:07,1071,6199.27,2020,Chennai,Android,transfer,0
TXN000167,04-05-2025 20:06,1089,4648.03,2019,Kolkata,Android,top-up,0
TXN000168,16-05-2025 12:43,1063,381.75,2007,Delhi,Android,top-up,0
TXN000169,03-06-2025 09:34,1095,3716.41,2044,Chennai,iOS,top-up,0
TXN000170,22-05-2025 04:16,1062,6552.67,2039,Kolkata,iOS,transfer,0
TXN000171,01-06-2025 10:08,1056,2180.52,2015,Bangalore,Android,bill,0
TXN000172,18-05-2025 08:55,1045,9778.65,2003,Kolkata,iOS,top-up,0
TXN000173,18-05-2025 07:05,1058,9490.62,2005,Mumbai,Web,transfer,0
TXN000174,27-05-2025 10:55,1016,3341.76,2036,Mumbai,Android,top-up,0
TXN000175,25-05-2025 07:23,1029,8132.4,2021,Mumbai,Web,transfer,0
TXN000176,10-05-2025 07:24,1016,9840.44,2034,Bangalore,Android,transfer,0
TXN000177,20-05-2025 09:03,1001,267.54,2022,Mumbai,Web,bill,0
TXN000178,16-05-2025 09:56,1053,5003.45,2033,Delhi,Web,transfer,1
TXN000179,19-05-2025 11:14,1065,7782.39,2037,Delhi,iOS,top-up,0
TXN000180,27-05-2025 15:33,1084,443.22,2033,Bangalore,iOS,transfer,0
TXN000181,16-05-2025 15:15,1051,4795.03,2027,Delhi,iOS,purchase,0
TXN000182,23-05-2025 23:05,1077,817.1,2009,Delhi,Android,bill,0
TXN000183,19-05-2025 08:55,1091,5857.79,2020,Kolkata,Web,bill,0
TXN000184,14-05-2025 22:02,1012,6058.21,2044,Delhi,Web,top-up,0
TXN000185,12-05-2025 22:33,1052,8882.03,2021,Kolkata,iOS,purchase,0
TXN000186,19-05-2025 14:34,1040,3132.36,2042,Bangalore,iOS,top-up,0
TXN000187,19-05-2025 14:16,1011,4747.94,2005,Delhi,iOS,transfer,0
TXN000188,01-06-2025 16:14,1016,3732.74,2035,Delhi,Web,bill,0
TXN000189,11-05-2025 09:12,1085,4113.98,2048,Kolkata,Web,transfer,0
TXN000190,01-06-2025 13:31,1045,6008.1,2006,Chennai,Web,top-up,0
TXN000191,15-05-2025 11:18,1013,4827.07,2022,Chennai,iOS,transfer,0
TXN000192,23-05-2025 12:33,1054,5745.26,2035,Chennai,Web,transfer,0
TXN000193,11-05-2025 17:10,1088,6581.73,2017,Delhi,Android,bill,0
TXN000194,07-05-2025 18:30,1043,3096.76,2022,Delhi,Android,top-up,0
TXN000195,20-05-2025 06:50,1018,4013.84,2047,Delhi,Android,top-up,0
TXN000196,04-05-2025 18:47,1020,4541.92,2023,Bangalore,Web,bill,0
TXN000197,19-05-2025 16:01,1010,5680.26,2003,Mumbai,Android,transfer,0
TXN000198,06-05-2025 11:43,1084,2728.31,2027,Kolkata,Web,purchase,0
TXN000199,16-05-2025 17:52,1065,2163.53,2007,Bangalore,iOS,transfer,0
TXN000200,20-05-2025 10:33,1062,6788.08,2033,Bangalore,Android,top-up,0
TXN000201,05-05-2025 10:04,1000,5997.26,2013,Bangalore,Android,top-up,0
TXN000202,23-05-2025 03:06,1015,2901.58,2000,Kolkata,Web,purchase,0
TXN000203,02-06-2025 17:14,1090,3808.27,2014,Chennai,Web,bill,0
TXN000204,14-05-2025 07:20,1005,8619.03,2027,Delhi,iOS,transfer,0
TXN000205,14-05-2025 14:28,1073,5761.83,2025,Kolkata,iOS,transfer,0
TXN000206,18-05-2025 10:38,1021,9662.33,2039,Kolkata,Web,bill,0
TXN000207,14-05-2025 01:29,1031,8446.4,2027,Chennai,iOS,transfer,0
TXN000208,30-05-2025 10:21,1043,3109.64,2014,Bangalore,Android,transfer,0
TXN000209,30-05-2025 13:12,1065,1149.13,2012,Bangalore,iOS,top-up,0
TXN000210,15-05-2025 16:24,1025,1472.98,2011,Chennai,Android,transfer,0
TXN000211,18-05-2025 16:39,1063,7730.75,2029,Chennai,Web,purchase,0
TXN000212,09-05-2025 16:59,1082,8821.66,2040,Chennai,iOS,bill,0
TXN000213,09-05-2025 22:52,1056,692.18,2040,Bangalore,iOS,transfer,0
TXN000214,10-05-2025 11:57,1059,751.16,2028,Delhi,Android,bill,0
TXN000215,20-05-2025 21:51,1011,776.54,2039,Chennai,Web,purchase,0
TXN000216,01-06-2025 05:30,1094,5547.62,2002,Kolkata,Web,top-up,0
TXN000217,20-05-2025 20:00,1019,4761.53,2003,Kolkata,Android,bill,0
TXN000218,02-06-2025 00:04,1082,852.45,2011,Delhi,Android,purchase,0
TXN000219,30-05-2025 14:21,1078,5245.44,2010,Bangalore,iOS,bill,0
TXN000220,08-05-2025 06:49,1086,7746.9,2038,Delhi,Web,bill,0
TXN000221,29-05-2025 02:56,1086,954.11,2024,Bangalore,iOS,top-up,0
TXN000222,08-05-2025 00:35,1018,5831.57,2022,Bangalore,Web,purchase,0
TXN000223,18-05-2025 11:40,1010,7091.25,2019,Chennai,iOS,bill,0
TXN000224,28-05-2025 03:25,1094,6704.46,2043,Chennai,Android,purchase,0
TXN000225,08-05-2025 12:30,1039,192.12,2011,Mumbai,iOS,purchase,0
TXN000226,30-05-2025 03:34,1019,9999.77,2004,Bangalore,Android,transfer,0
TXN000227,12-05-2025 23:44,1079,8765.16,2008,Chennai,iOS,top-up,0
TXN000228,04-05-2025 21:13,1098,8315.14,2039,Mumbai,Web,purchase,0
TXN000229,28-05-2025 14:22,1092,3649.35,2015,Kolkata,Web,bill,0
TXN000230,11-05-2025 07:52,1029,7840.17,2034,Mumbai,iOS,purchase,0
TXN000231,02-06-2025 09:48,1086,1948.22,2036,Kolkata,iOS,bill,0
TXN000232,22-05-2025 08:53,1053,5034.04,2010,Mumbai,Web,top-up,0
TXN000233,28-05-2025 22:56,1061,531.28,2023,Chennai,Android,transfer,0
TXN000234,22-05-2025 10:05,1034,7633.54,2028,Chennai,Android,purchase,0
TXN000235,20-05-2025 03:17,1057,9105.94,2022,Delhi,iOS,transfer,0
TXN000236,05-05-2025 00:22,1049,3745.88,2005,Bangalore,Android,transfer,0
TXN000237,24-05-2025 15:11,1091,999.84,2041,Bangalore,Android,top-up,0
TXN000238,31-05-2025 16:18,1060,9174.79,2044,Mumbai,Web,purchase,0
TXN000239,11-05-2025 09:34,1010,62.46,2001,Bangalore,Android,top-up,0
TXN000240,05-05-2025 01:23,1067,7275.08,2027,Delhi,iOS,top-up,0
TXN000241,15-05-2025 01:59,1053,487.02,2040,Chennai,iOS,transfer,0
TXN000242,07-05-2025 15:18,1076,9052.42,2034,Delhi,Web,top-up,0
TXN000243,26-05-2025 04:54,1000,2919.81,2039,Bangalore,Android,purchase,0
TXN000244,21-05-2025 01:01,1067,6685.47,2023,Delhi,Web,transfer,0
TXN000245,22-05-2025 16:09,1081,4706.65,2024,Bangalore,iOS,transfer,0
TXN000246,26-05-2025 09:38,1030,684.92,2046,Delhi,Web,bill,0
TXN000247,17-05-2025 15:05,1043,3529.47,2041,Mumbai,Web,purchase,0
TXN000248,29-05-2025 07:53,1023,4790.53,2008,Delhi,Web,purchase,0
TXN000249,20-05-2025 02:34,1025,2023.89,2002,Bangalore,iOS,purchase,0
TXN000250,25-05-2025 15:08,1032,5434.88,2002,Mumbai,iOS,bill,0
TXN000251,14-05-2025 01:43,1083,487.56,2021,Bangalore,Android,bill,0
TXN000252,10-05-2025 18:42,1056,4006.22,2024,Bangalore,Android,purchase,0
TXN000253,29-05-2025 11:29,1066,3679.8,2017,Delhi,Web,purchase,0
TXN000254,26-05-2025 19:05,1023,6028.51,2034,Bangalore,iOS,transfer,0
TXN000255,14-05-2025 20:29,1039,6612.58,2028,Chennai,Web,purchase,0
TXN000256,11-05-2025 16:15,1057,4444.64,2002,Bangalore,Web,purchase,0
TXN000257,14-05-2025 03:27,1007,9800.47,2004,Kolkata,iOS,top-up,0
TXN000258,21-05-2025 11:27,1077,1436.37,2043,Kolkata,Android,top-up,0
TXN000259,05-05-2025 04:13,1046,7787.37,2023,Kolkata,Web,transfer,0
TXN000260,31-05-2025 01:30,1047,6793.83,2023,Kolkata,Android,top-up,0
TXN000261,28-05-2025 12:50,1083,3986.36,2017,Mumbai,Android,transfer,0
TXN000262,28-05-2025 06:25,1049,4995.45,2035,Delhi,iOS,bill,0
TXN000263,01-06-2025 09:17,1078,2153.56,2018,Kolkata,Android,transfer,0
TXN000264,11-05-2025 16:52,1022,749.78,2045,Kolkata,Android,bill,0
TXN000265,15-05-2025 19:43,1070,7098.31,2034,Bangalore,iOS,top-up,0
TXN000266,02-06-2025 21:26,1081,9273.97,2011,Bangalore,Web,top-up,0
TXN000267,21-05-2025 07:34,1017,2017.79,2015,Kolkata,Android,bill,0
TXN000268,09-05-2025 21:55,1070,3695.42,2008,Chennai,Android,transfer,0
TXN000269,23-05-2025 23:55,1092,9995.95,2030,Chennai,iOS,purchase,0
TXN000270,21-05-2025 04:39,1040,746.77,2041,Delhi,iOS,purchase,0
TXN000271,03-06-2025 12:40,1099,3451.7,2035,Chennai,Android,top-up,0
TXN000272,22-05-2025 14:10,1007,9108.02,2007,Chennai,Android,bill,0
TXN000273,02-06-2025 01:56,1090,3233.38,2014,Bangalore,Web,bill,0
TXN000274,15-05-2025 19:42,1081,2513.55,2035,Bangalore,Android,bill,0
TXN000275,18-05-2025 20:18,1082,943.35,2010,Chennai,Web,top-up,0
TXN000276,29-05-2025 14:15,1077,6248.55,2021,Chennai,Android,transfer,0
TXN000277,25-05-2025 07:56,1098,9485.98,2036,Bangalore,Web,top-up,0
TXN000278,31-05-2025 13:58,1081,4171.7,2001,Kolkata,Web,bill,0
TXN000279,01-06-2025 23:40,1031,3027.92,2043,Kolkata,iOS,purchase,0
TXN000280,09-05-2025 03:14,1056,608.53,2026,Kolkata,iOS,top-up,0
TXN000281,10-05-2025 05:47,1091,1445.25,2020,Bangalore,iOS,top-up,0
TXN000282,07-05-2025 21:13,1013,5154.65,2020,Mumbai,iOS,transfer,0
TXN000283,01-06-2025 23:34,1012,2486.71,2003,Bangalore,iOS,purchase,0
TXN000284,24-05-2025 19:27,1020,8654.42,2020,Chennai,Web,bill,0
TXN000285,21-05-2025 08:07,1065,1601.83,2029,Kolkata,iOS,purchase,0
TXN000286,18-05-2025 14:33,1064,9452.88,2029,Mumbai,Android,bill,0
TXN000287,12-05-2025 15:46,1076,2820.75,2041,Kolkata,iOS,transfer,0
TXN000288,08-05-2025 15:08,1033,4314.97,2046,Bangalore,iOS,bill,0
TXN000289,15-05-2025 16:46,1071,521.07,2012,Bangalore,Web,bill,0
TXN000290,16-05-2025 17:25,1097,5047.51,2035,Bangalore,Web,transfer,0
TXN000291,29-05-2025 18:31,1047,975.85,2021,Chennai,iOS,top-up,0
TXN000292,12-05-2025 23:43,1064,5096.13,2002,Delhi,Android,top-up,0
TXN000293,06-05-2025 18:03,1066,8041.62,2029,Mumbai,Web,top-up,0
TXN000294,06-05-2025 05:39,1020,6134.55,2025,Chennai,Web,bill,0
TXN000295,15-05-2025 02:11,1065,5078.08,2034,Kolkata,Web,bill,0
TXN000296,18-05-2025 19:41,1042,176.2,2043,Delhi,iOS,bill,0
TXN000297,25-05-2025 14:33,1088,7255.99,2040,Delhi,Web,purchase,0
TXN000298,24-05-2025 06:09,1099,6559.35,2037,Chennai,Android,transfer,0
TXN000299,31-05-2025 04:06,1080,1713.42,2046,Chennai,iOS,top-up,0
TXN000300,31-05-2025 08:16,1073,2429.54,2044,Delhi,Android,transfer,0
TXN000301,05-05-2025 22:21,1052,4193.62,2044,Mumbai,iOS,purchase,0
TXN000302,17-05-2025 10:15,1007,7361.01,2045,Mumbai,Web,top-up,0
TXN000303,21-05-2025 19:11,1061,9981.25,2033,Kolkata,iOS,top-up,0
TXN000304,22-05-2025 03:43,1069,5335.94,2022,Bangalore,Web,purchase,0
TXN000305,26-05-2025 18:35,1071,2472.73,2019,Mumbai,iOS,bill,0
TXN000306,01-06-2025 15:47,1062,6905.5,2020,Kolkata,iOS,bill,0
TXN000307,12-05-2025 11:55,1069,5739.03,2024,Kolkata,iOS,top-up,0
TXN000308,03-06-2025 00:45,1091,2883.43,2005,Bangalore,iOS,bill,0
TXN000309,13-05-2025 01:02,1068,2147.73,2017,Chennai,Web,bill,0
TXN000310,13-05-2025 16:39,1075,6160.61,2015,Mumbai,Android,top-up,0
TXN000311,02-06-2025 20:08,1052,534.39,2021,Kolkata,Android,top-up,0
TXN000312,13-05-2025 03:47,1052,23614.53,2041,Kolkata,iOS,top-up,1
TXN000313,02-06-2025 03:24,1036,2879.58,2041,Delhi,Android,top-up,0
TXN000314,17-05-2025 03:09,1004,7233.95,2011,Kolkata,Android,transfer,0
TXN000315,07-05-2025 23:29,1063,3975.98,2011,Bangalore,Android,transfer,0
TXN000316,11-05-2025 09:20,1042,6031.8,2018,Kolkata,Web,purchase,0
TXN000317,03-06-2025 10:30,1064,1350.66,2029,Bangalore,Android,transfer,0
TXN000318,21-05-2025 12:17,1082,7313.88,2016,Mumbai,Android,bill,0
TXN000319,29-05-2025 04:32,1096,5682.13,2012,Mumbai,Web,purchase,0
TXN000320,16-05-2025 22:25,1011,5157.65,2025,Delhi,Android,top-up,0
TXN000321,14-05-2025 14:00,1000,9358.9,2016,Kolkata,Android,purchase,0
TXN000322,20-05-2025 01:12,1038,9540.81,2037,Chennai,Android,bill,0
TXN000323,30-05-2025 07:26,1007,6930.76,2042,Delhi,iOS,bill,0
TXN000324,14-05-2025 10:18,1090,6863.88,2049,Bangalore,Web,transfer,0
TXN000325,24-05-2025 02:23,1047,9406.95,2039,Mumbai,Android,top-up,0
