transaction_id,timestamp,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud,hour,day_of_week,is_weekend,day,month,time_diff_user,txn_velocity,user_txn_count,user_avg_amount,user_std_amount,user_min_amount,user_txn_sum,merchant_txn_count,merchant_avg_amount,merchant_std_amount,merchant_fraud_rate,hour_fraud_rate,dow_fraud_rate,user_merchant_ratio,unusual_amount_flag,merchant_unique_users
TXN002567,2025-05-07 18:10:00,1000,9080.29,2039,Mumbai,0.0226324670839586,0.020031464188946992,0,18,2,0,7,5,21120.0,4.734624307561195e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,197,5227.529086294416,2961.3352357952353,0.01015228426395939,0.030690537084398978,0.020015396458814474,0.5,0,88
TXN009662,2025-05-08 01:59:00,1000,1391.0,2025,Delhi,0.024601234856665526,0.02003881863881413,0,1,3,0,8,5,28140.0,3.5535339895526104e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,192,5216.329010416667,3085.3190799309427,0.005208333333333333,0.01904761904761905,0.012917933130699088,0.5129533678756477,0,83
TXN003280,2025-05-08 04:02:00,1000,612.93,2040,Bangalore,0.025444426749232512,0.01872196042599797,0,4,3,0,8,5,7380.0,0.00013548299688389108,99,4915.548484848485,3156.6980395538612,68.96,486639.3,219,5155.4865296803655,3631.051411824244,0.0182648401826484,0.01694915254237288,0.012917933130699088,0.45,0,91
TXN002725,2025-05-08 09:51:00,1000,8234.26,2036,Kolkata,0.023056225215256625,0.02637942911394205,0,9,3,0,8,5,20940.0,4.7753211403466884e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,204,5290.0376470588235,3249.594472162143,0.0196078431372549,0.020100502512562814,0.012917933130699088,0.48292682926829267,0,92
TXN001391,2025-05-08 20:11:00,1000,6605.68,2040,Bangalore,0.015125212170354764,0.01872196042599797,0,20,3,0,8,5,37200.0,2.6880997822639175e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,219,5155.4865296803655,3631.051411824244,0.0182648401826484,0.017660044150110375,0.012917933130699088,0.45,0,91
TXN009260,2025-05-08 20:47:00,1000,1002.24,2002,Bangalore,0.023056225215256625,0.01675616921260238,0,20,3,0,8,5,2160.0,0.00046274872744099955,99,4915.548484848485,3156.6980395538612,68.96,486639.3,223,5096.079820627803,3591.5879432322345,0.02242152466367713,0.017660044150110375,0.012917933130699088,0.4419642857142857,0,91
TXN000690,2025-05-09 02:33:00,1000,5397.47,2049,Kolkata,0.025668126404889486,0.0191672180710446,0,2,4,0,9,5,20760.0,4.816723664563364e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,212,5130.516226415094,2909.42981910715,0.009433962264150943,0.03424657534246575,0.03099630996309963,0.4647887323943662,0,85
TXN001432,2025-05-09 22:05:00,1000,9452.83,2015,Bangalore,0.015927437566374793,0.020031464188946992,0,22,4,0,9,5,70320.0,1.4220503121400435e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,187,4960.984491978609,2942.0343148825405,0.016042780748663103,0.020100502512562814,0.03099630996309963,0.526595744680851,0,80
TXN006958,2025-05-09 22:31:00,1000,2790.28,2026,Kolkata,0.015951064413585368,0.02355228169681367,0,22,4,0,9,5,1560.0,0.0006406149903907751,99,4915.548484848485,3156.6980395538612,68.96,486639.3,191,5334.834136125654,3935.1984249602506,0.03664921465968586,0.020100502512562814,0.03099630996309963,0.515625,0,90
TXN006017,2025-05-10 22:55:00,1000,10783.3,2043,Kolkata,0.025444426749232512,0.01872196042599797,1,22,5,1,10,5,87840.0,1.1384205553215469e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,207,4970.3605314009665,3211.5336088643458,0.01932367149758454,0.020100502512562814,0.023846153846153847,0.47596153846153844,0,88
TXN002685,2025-05-11 00:49:00,1000,263.7,2002,Delhi,0.014630422693755848,0.01769154305296312,0,0,6,1,11,5,6840.0,0.000146177459435755,99,4915.548484848485,3156.6980395538612,68.96,486639.3,223,5096.079820627803,3591.5879432322345,0.02242152466367713,0.021739130434782608,0.02356020942408377,0.4419642857142857,0,91
TXN007667,2025-05-12 01:26:00,1000,8550.71,2020,Bangalore,0.023056225215256625,0.02637942911394205,0,1,0,0,12,5,88620.0,1.1284007176628565e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,210,5117.97419047619,3834.006981686973,0.01904761904761905,0.01904761904761905,0.02037147992810066,0.46919431279620855,0,93
TXN004046,2025-05-12 14:49:00,1000,8250.45,2004,Delhi,0.023161054478088496,0.01973079969681068,0,14,0,0,12,5,48180.0,2.075506942570723e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,180,5443.160166666667,4518.009631202249,0.03333333333333333,0.02040816326530612,0.02037147992810066,0.5469613259668509,0,88
TXN005157,2025-05-13 04:23:00,1000,6618.46,2006,Mumbai,0.025444426749232512,0.01872196042599797,0,4,1,0,13,5,48840.0,2.047460125714052e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,4866.938423423424,3819.1233674405007,0.02252252252252252,0.01694915254237288,0.0182648401826484,0.4439461883408072,0,87
TXN000914,2025-05-13 05:47:00,1000,4253.47,2036,Kolkata,0.02515308475195987,0.024340106102178644,0,5,1,0,13,5,5040.0,0.00019837333862328903,99,4915.548484848485,3156.6980395538612,68.96,486639.3,204,5290.0376470588235,3249.594472162143,0.0196078431372549,0.034013605442176874,0.0182648401826484,0.48292682926829267,0,92
TXN005089,2025-05-13 10:53:00,1000,5778.17,2002,Mumbai,0.023056225215256625,0.01921181124985177,0,10,1,0,13,5,18360.0,5.446326452807581e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,223,5096.079820627803,3591.5879432322345,0.02242152466367713,0.016317016317016316,0.0182648401826484,0.4419642857142857,0,91
TXN005705,2025-05-13 19:25:00,1000,3812.77,2037,Chennai,0.025668126404889486,0.02445058211345261,0,19,1,0,13,5,30720.0,3.25510237296963e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,218,5227.723577981651,3762.0536679637707,0.013761467889908258,0.012594458438287154,0.0182648401826484,0.4520547945205479,0,91
TXN000072,2025-05-13 19:41:00,1000,6564.02,2048,Delhi,0.025258395722423443,0.024815662139523853,0,19,1,0,13,5,960.0,0.001040582726326743,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5379.279350000001,4807.395201123476,0.025,0.012594458438287154,0.0182648401826484,0.4925373134328358,0,89
TXN002806,2025-05-13 20:00:00,1000,4082.25,2021,Mumbai,0.015951064413585368,0.02355228169681367,0,20,1,0,13,5,1140.0,0.0008764241893076249,99,4915.548484848485,3156.6980395538612,68.96,486639.3,210,4796.043857142857,3276.8907796927397,0.01904761904761905,0.017660044150110375,0.0182648401826484,0.46919431279620855,0,89
TXN006797,2025-05-14 12:30:00,1000,5704.27,2049,Mumbai,0.023161054478088496,0.02355228169681367,0,12,2,0,14,5,59400.0,1.6834733421996263e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,212,5130.516226415094,2909.42981910715,0.009433962264150943,0.029953917050691243,0.020015396458814474,0.4647887323943662,0,85
TXN000321,2025-05-14 14:00:00,1000,9358.9,2016,Kolkata,0.015951064413585368,0.018027909118117007,0,14,2,0,14,5,5400.0,0.00018515089798185522,99,4915.548484848485,3156.6980395538612,68.96,486639.3,197,5242.331725888324,3258.6596679749796,0.02030456852791878,0.02040816326530612,0.020015396458814474,0.5,0,90
TXN004877,2025-05-14 17:52:00,1000,4381.09,2021,Mumbai,0.023161054478088496,0.02355228169681367,0,17,2,0,14,5,13920.0,7.183391997701315e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,210,4796.043857142857,3276.8907796927397,0.01904761904761905,0.02619047619047619,0.020015396458814474,0.46919431279620855,0,89
TXN007652,2025-05-15 00:08:00,1000,8048.94,2023,Kolkata,0.025444426749232512,0.024219864393946335,0,0,3,0,15,5,22560.0,4.432427640618767e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,175,5028.838914285715,3500.209871891669,0.017142857142857144,0.021739130434782608,0.012917933130699088,0.5625,0,83
TXN006592,2025-05-15 18:37:00,1000,550.31,2039,Chennai,0.015125212170354764,0.01952461587045687,0,18,3,0,15,5,66540.0,1.5028328399032176e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,197,5227.529086294416,2961.3352357952353,0.01015228426395939,0.030690537084398978,0.012917933130699088,0.5,0,88
TXN002230,2025-05-16 06:49:00,1000,2241.1,2020,Bangalore,0.02515308475195987,0.018027909118117007,0,6,4,0,16,5,43920.0,2.2768151909109538e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,210,5117.97419047619,3834.006981686973,0.01904761904761905,0.02195121951219512,0.03099630996309963,0.46919431279620855,0,93
TXN002961,2025-05-16 07:24:00,1000,6166.5,2018,Bangalore,0.023161054478088496,0.01973079969681068,0,7,4,0,16,5,2100.0,0.00047596382674916705,99,4915.548484848485,3156.6980395538612,68.96,486639.3,212,5284.33787735849,3146.784532972839,0.009433962264150943,0.016055045871559634,0.03099630996309963,0.4647887323943662,0,89
TXN003576,2025-05-16 10:08:00,1000,9145.06,2034,Kolkata,0.025258395722423443,0.01769154305296312,0,10,4,0,16,5,9840.0,0.000101615689462453,99,4915.548484848485,3156.6980395538612,68.96,486639.3,213,4955.375305164319,2922.013415746636,0.018779342723004695,0.016317016317016316,0.03099630996309963,0.46261682242990654,0,89
TXN006781,2025-05-16 11:49:00,1000,7134.72,2031,Bangalore,0.025415483783154596,0.02637942911394205,0,11,4,0,16,5,6060.0,0.00016498927569707968,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,5142.236981981982,4062.081447402611,0.018018018018018018,0.023195876288659795,0.03099630996309963,0.4439461883408072,0,89
TXN000338,2025-05-16 16:33:00,1000,2234.68,2048,Delhi,0.0226324670839586,0.0191672180710446,0,16,4,0,16,5,17040.0,5.8682002229916086e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5379.279350000001,4807.395201123476,0.025,0.01488833746898263,0.03099630996309963,0.4925373134328358,0,89
TXN001911,2025-05-16 18:49:00,1000,809.29,2021,Chennai,0.025258395722423443,0.024815662139523853,0,18,4,0,16,5,8160.0,0.00012253400318588408,99,4915.548484848485,3156.6980395538612,68.96,486639.3,210,4796.043857142857,3276.8907796927397,0.01904761904761905,0.030690537084398978,0.03099630996309963,0.46919431279620855,0,89
TXN003650,2025-05-17 05:30:00,1000,3546.64,2022,Bangalore,0.025444426749232512,0.02302877237380085,0,5,5,1,17,5,38460.0,2.6000364005096073e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,201,4765.001940298507,2878.6381209972747,0.009950248756218905,0.034013605442176874,0.023846153846153847,0.4900990099009901,0,85
TXN009643,2025-05-17 07:49:00,1000,5345.16,2031,Delhi,0.015927437566374793,0.0191672180710446,0,7,5,1,17,5,8340.0,0.00011988970147464332,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,5142.236981981982,4062.081447402611,0.018018018018018018,0.016055045871559634,0.023846153846153847,0.4439461883408072,0,89
TXN008570,2025-05-17 09:18:00,1000,8869.49,2009,Chennai,0.023056225215256625,0.01921181124985177,0,9,5,1,17,5,5340.0,0.0001872308556450103,99,4915.548484848485,3156.6980395538612,68.96,486639.3,187,5606.063850267379,4903.1709780590745,0.0481283422459893,0.020100502512562814,0.023846153846153847,0.526595744680851,0,84
TXN001256,2025-05-17 10:18:00,1000,8832.19,2027,Delhi,0.023718902559882297,0.01952461587045687,0,10,5,1,17,5,3600.0,0.00027770063871146905,99,4915.548484848485,3156.6980395538612,68.96,486639.3,204,5194.839754901961,3318.624361346223,0.024509803921568627,0.016317016317016316,0.023846153846153847,0.48292682926829267,0,90
TXN006847,2025-05-17 15:53:00,1000,8572.89,2003,Chennai,0.014630422693755848,0.02003881863881413,0,15,5,1,17,5,20100.0,4.974876871797423e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,226,5543.491725663717,3346.1889039083303,0.008849557522123894,0.01762114537444934,0.023846153846153847,0.43612334801762115,0,93
TXN006925,2025-05-17 21:29:00,1000,596.0,2027,Chennai,0.025258395722423443,0.023351319659593733,0,21,5,1,17,5,20160.0,4.9600714250285204e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,204,5194.839754901961,3318.624361346223,0.024509803921568627,0.010822510822510822,0.023846153846153847,0.48292682926829267,0,90
TXN000606,2025-05-18 05:03:00,1000,5575.74,2005,Chennai,0.024601234856665526,0.01769154305296312,0,5,6,1,18,5,27240.0,3.6709371902646744e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,198,5692.778737373737,4385.500145493299,0.045454545454545456,0.034013605442176874,0.02356020942408377,0.49748743718592964,0,86
TXN001628,2025-05-18 11:22:00,1000,8562.47,2029,Bangalore,0.015702501261133435,0.01675616921260238,0,11,6,1,18,5,22740.0,4.39734400422145e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,193,5220.693160621762,3445.570473177582,0.03626943005181347,0.023195876288659795,0.02356020942408377,0.5103092783505154,0,85
TXN001385,2025-05-19 08:21:00,1000,5228.12,2024,Chennai,0.02515308475195987,0.01973079969681068,0,8,0,0,19,5,75540.0,1.323784434942614e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,195,5014.685846153846,3524.087124625206,0.020512820512820513,0.014925373134328358,0.02037147992810066,0.5051020408163265,0,92
TXN006471,2025-05-20 09:26:00,1000,6039.35,2043,Bangalore,0.015951064413585368,0.018027909118117007,0,9,1,0,20,5,90300.0,1.107407448422498e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,207,4970.3605314009665,3211.5336088643458,0.01932367149758454,0.020100502512562814,0.0182648401826484,0.47596153846153844,0,88
TXN003755,2025-05-20 13:32:00,1000,4315.22,2000,Delhi,0.023056225215256625,0.01675616921260238,0,13,1,0,20,5,14760.0,6.774608766343743e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5144.47855,4325.597159948923,0.04,0.020454545454545454,0.0182648401826484,0.4925373134328358,0,85
TXN003947,2025-05-20 14:16:00,1000,1035.05,2000,Kolkata,0.025258395722423443,0.023351319659593733,0,14,1,0,20,5,2640.0,0.0003786444528587656,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5144.47855,4325.597159948923,0.04,0.02040816326530612,0.0182648401826484,0.4925373134328358,0,85
TXN003634,2025-05-20 16:05:00,1000,1325.77,2005,Kolkata,0.025444426749232512,0.01872196042599797,0,16,1,0,20,5,6540.0,0.00015288182235132243,99,4915.548484848485,3156.6980395538612,68.96,486639.3,198,5692.778737373737,4385.500145493299,0.045454545454545456,0.01488833746898263,0.0182648401826484,0.49748743718592964,0,86
TXN006108,2025-05-20 16:27:00,1000,7539.14,2048,Kolkata,0.015702501261133435,0.01921181124985177,0,16,1,0,20,5,1320.0,0.000757002271006813,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5379.279350000001,4807.395201123476,0.025,0.01488833746898263,0.0182648401826484,0.4925373134328358,0,89
TXN006100,2025-05-20 17:08:00,1000,5358.79,2040,Mumbai,0.015927437566374793,0.020031464188946992,0,17,1,0,20,5,2460.0,0.0004063388866314506,99,4915.548484848485,3156.6980395538612,68.96,486639.3,219,5155.4865296803655,3631.051411824244,0.0182648401826484,0.02619047619047619,0.0182648401826484,0.45,0,91
TXN008497,2025-05-20 23:58:00,1000,9689.65,2048,Chennai,0.024601234856665526,0.023351319659593733,0,23,1,0,20,5,24600.0,4.0648754115686354e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5379.279350000001,4807.395201123476,0.025,0.02284263959390863,0.0182648401826484,0.4925373134328358,0,89
TXN004850,2025-05-21 04:10:00,1000,3334.97,2031,Kolkata,0.025258395722423443,0.01769154305296312,0,4,2,0,21,5,15120.0,6.613319224918987e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,5142.236981981982,4062.081447402611,0.018018018018018018,0.01694915254237288,0.020015396458814474,0.4439461883408072,0,89
TXN003057,2025-05-21 11:49:00,1000,8278.45,2031,Bangalore,0.015702501261133435,0.01921181124985177,0,11,2,0,21,5,27540.0,3.630950219672488e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,5142.236981981982,4062.081447402611,0.018018018018018018,0.023195876288659795,0.020015396458814474,0.4439461883408072,0,89
TXN003548,2025-05-21 21:02:00,1000,130.76,2038,Bangalore,0.015702501261133435,0.01921181124985177,0,21,2,0,21,5,33180.0,3.0137729423465235e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,174,5188.493045977012,4323.34474615309,0.028735632183908046,0.010822510822510822,0.020015396458814474,0.5657142857142857,0,87
TXN002800,2025-05-22 01:45:00,1000,5471.65,2032,Chennai,0.015951064413585368,0.01973079969681068,0,1,3,0,22,5,16980.0,5.888934691714269e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,182,5501.063736263736,3612.0657131720704,0.03296703296703297,0.01904761904761905,0.012917933130699088,0.5409836065573771,0,82
TXN006130,2025-05-22 02:53:00,1000,3900.77,2018,Kolkata,0.025668126404889486,0.02445058211345261,0,2,3,0,22,5,4080.0,0.0002450379808870375,99,4915.548484848485,3156.6980395538612,68.96,486639.3,212,5284.33787735849,3146.784532972839,0.009433962264150943,0.03424657534246575,0.012917933130699088,0.4647887323943662,0,89
TXN000392,2025-05-23 08:39:00,1000,1363.54,2025,Bangalore,0.025668126404889486,0.0191672180710446,0,8,4,0,23,5,107160.0,9.331753156465506e-06,99,4915.548484848485,3156.6980395538612,68.96,486639.3,192,5216.329010416667,3085.3190799309427,0.005208333333333333,0.014925373134328358,0.03099630996309963,0.5129533678756477,0,83
TXN003066,2025-05-23 14:02:00,1000,611.38,2008,Delhi,0.0226324670839586,0.021966745996806775,0,14,4,0,23,5,19380.0,5.159692482328053e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,194,4951.069536082474,3252.0486153390757,0.015463917525773196,0.02040816326530612,0.03099630996309963,0.5076923076923077,0,90
TXN002113,2025-05-23 15:02:00,1000,963.95,2033,Delhi,0.015951064413585368,0.01973079969681068,0,15,4,0,23,5,3600.0,0.00027770063871146905,99,4915.548484848485,3156.6980395538612,68.96,486639.3,203,4868.857733990148,3105.598031667144,0.014778325123152709,0.01762114537444934,0.03099630996309963,0.4852941176470588,0,88
TXN001366,2025-05-24 07:13:00,1000,9162.16,2000,Chennai,0.025444426749232512,0.01872196042599797,0,7,5,1,24,5,58260.0,1.716414067729699e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,200,5144.47855,4325.597159948923,0.04,0.016055045871559634,0.023846153846153847,0.4925373134328358,0,85
TXN005812,2025-05-24 11:07:00,1000,6846.0,2043,Chennai,0.02515308475195987,0.01973079969681068,0,11,5,1,24,5,14040.0,7.121999857560003e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,207,4970.3605314009665,3211.5336088643458,0.01932367149758454,0.023195876288659795,0.023846153846153847,0.47596153846153844,0,88
TXN006914,2025-05-24 11:29:00,1000,5533.11,2036,Mumbai,0.023161054478088496,0.018027909118117007,0,11,5,1,24,5,1320.0,0.000757002271006813,99,4915.548484848485,3156.6980395538612,68.96,486639.3,204,5290.0376470588235,3249.594472162143,0.0196078431372549,0.023195876288659795,0.023846153846153847,0.48292682926829267,0,92
TXN002252,2025-05-24 15:45:00,1000,5831.56,2022,Delhi,0.025415483783154596,0.01921181124985177,0,15,5,1,24,5,15360.0,6.509992839007877e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,201,4765.001940298507,2878.6381209972747,0.009950248756218905,0.01762114537444934,0.023846153846153847,0.4900990099009901,0,85
TXN003352,2025-05-24 18:55:00,1000,4067.88,2001,Chennai,0.015702501261133435,0.01675616921260238,0,18,5,1,24,5,11400.0,8.771160424524164e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,213,5208.0063849765265,3206.8116553140594,0.023474178403755867,0.030690537084398978,0.023846153846153847,0.46261682242990654,0,82
TXN009985,2025-05-25 17:14:00,1000,1196.59,2046,Chennai,0.025415483783154596,0.01921181124985177,0,17,6,1,25,5,80340.0,1.2446944897374939e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,205,5244.09575609756,3992.86234069167,0.024390243902439025,0.02619047619047619,0.02356020942408377,0.48058252427184467,0,89
TXN008116,2025-05-25 19:38:00,1000,216.61,2009,Mumbai,0.015927437566374793,0.02445058211345261,0,19,6,1,25,5,8640.0,0.0001157273463719477,99,4915.548484848485,3156.6980395538612,68.96,486639.3,187,5606.063850267379,4903.1709780590745,0.0481283422459893,0.012594458438287154,0.02356020942408377,0.526595744680851,0,84
TXN009084,2025-05-26 01:53:00,1000,1324.63,2030,Mumbai,0.025444426749232512,0.01952461587045687,0,1,0,0,26,5,22500.0,4.444246922359006e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,221,5085.271040723981,2966.6440012843877,0.01809954751131222,0.01904761904761905,0.02037147992810066,0.44594594594594594,0,87
TXN000243,2025-05-26 04:54:00,1000,2919.81,2039,Bangalore,0.015125212170354764,0.01952461587045687,0,4,0,0,26,5,10860.0,9.207255317189946e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,197,5227.529086294416,2961.3352357952353,0.01015228426395939,0.01694915254237288,0.02037147992810066,0.5,0,88
TXN001482,2025-05-26 10:02:00,1000,1825.7,2003,Bangalore,0.015125212170354764,0.01872196042599797,0,10,0,0,26,5,18480.0,5.410962610248363e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,226,5543.491725663717,3346.1889039083303,0.008849557522123894,0.016317016317016316,0.02037147992810066,0.43612334801762115,0,93
TXN000852,2025-05-26 14:02:00,1000,14923.61,2038,Kolkata,0.015951064413585368,0.024340106102178644,1,14,0,0,26,5,14400.0,6.943962224845496e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,174,5188.493045977012,4323.34474615309,0.028735632183908046,0.02040816326530612,0.02037147992810066,0.5657142857142857,1,87
TXN006961,2025-05-26 16:22:00,1000,1774.63,2002,Mumbai,0.015951064413585368,0.024340106102178644,0,16,0,0,26,5,8400.0,0.00011903344839900012,99,4915.548484848485,3156.6980395538612,68.96,486639.3,223,5096.079820627803,3591.5879432322345,0.02242152466367713,0.01488833746898263,0.02037147992810066,0.4419642857142857,0,91
TXN002427,2025-05-27 07:59:00,1000,3736.51,2006,Kolkata,0.025415483783154596,0.023335582810157393,0,7,1,0,27,5,56220.0,1.7786947937603388e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,4866.938423423424,3819.1233674405007,0.02252252252252252,0.016055045871559634,0.0182648401826484,0.4439461883408072,0,87
TXN009856,2025-05-27 09:03:00,1000,129.34,2006,Delhi,0.015927437566374793,0.020031464188946992,0,9,1,0,27,5,3840.0,0.0002603488674824265,99,4915.548484848485,3156.6980395538612,68.96,486639.3,222,4866.938423423424,3819.1233674405007,0.02252252252252252,0.020100502512562814,0.0182648401826484,0.4439461883408072,0,87
TXN003584,2025-05-28 00:52:00,1000,5024.96,2024,Kolkata,0.025444426749232512,0.01872196042599797,0,0,2,0,28,5,56940.0,1.7562037898877784e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,195,5014.685846153846,3524.087124625206,0.020512820512820513,0.021739130434782608,0.020015396458814474,0.5051020408163265,0,92
TXN002904,2025-05-28 01:10:00,1000,3678.02,2045,Chennai,0.015927437566374793,0.02445058211345261,0,1,2,0,28,5,1080.0,0.0009250693802035153,99,4915.548484848485,3156.6980395538612,68.96,486639.3,194,5320.596082474227,3396.84198018578,0.02577319587628866,0.01904761904761905,0.020015396458814474,0.5076923076923077,0,89
TXN000062,2025-05-28 13:01:00,1000,7090.76,2033,Chennai,0.024601234856665526,0.024815662139523853,0,13,2,0,28,5,42660.0,2.344061320644148e-05,99,4915.548484848485,3156.6980395538612,68.96,486639.3,203,4868.857733990148,3105.598031667144,0.014778325123152709,0.020454545454545454,0.020015396458814474,0.4852941176470588,0,88
