transaction_id,timestamp,user_id,amount,merchant_id,location,device_type,transaction_type,is_fraud,hour,day_of_week,is_weekend
TXN000028,2025-05-19 23:50:00,1008,11872.71,2002,Bangalore,Android,top-up,1,23,Monday,0
TXN000029,2025-05-12 11:13:00,1069,4859.29,2008,Chennai,Web,purchase,0,11,Monday,0
TXN000030,2025-05-14 09:50:00,1052,4735.0,2012,Delhi,Android,purchase,0,9,Wednesday,0
TXN000031,2025-06-03 04:12:00,1093,4116.91,2003,Delhi,Android,purchase,0,4,Tuesday,0
TXN000032,2025-05-30 13:50:00,1013,8007.92,2015,Mumbai,Android,purchase,0,13,Friday,0
TXN000033,2025-05-17 04:21:00,1059,1843.05,2015,Delhi,iOS,transfer,0,4,Saturday,1
TXN000034,2025-05-14 02:26:00,1001,9992.83,2005,Mumbai,Android,purchase,0,2,Wednesday,0
TXN000035,2025-05-12 05:16:00,1051,2145.34,2003,Mumbai,iOS,transfer,0,5,Monday,0
TXN000036,2025-05-07 00:31:00,1058,2659.38,2018,Kolkata,Web,purchase,0,0,Wednesday,0
TXN000037,2025-05-11 02:50:00,1007,2974.11,2037,Chennai,Android,bill,0,2,Sunday,1
TXN000038,2025-05-29 12:32:00,1064,5845.93,2033,Mumbai,Android,transfer,0,12,Thursday,0
TXN000039,2025-05-06 05:08:00,1008,694.53,2043,Mumbai,iOS,transfer,0,5,Tuesday,0
TXN000040,2025-05-28 19:30:00,1074,5701.06,2038,Delhi,Web,transfer,0,19,Wednesday,0
TXN000041,2025-05-11 09:04:00,1066,5840.89,2020,Bangalore,Android,bill,0,9,Sunday,1
TXN000042,2025-05-14 14:10:00,1085,3963.9,2041,Bangalore,iOS,bill,0,14,Wednesday,0
TXN000043,2025-05-31 09:08:00,1001,9357.99,2029,Chennai,Web,transfer,0,9,Saturday,1
TXN000044,2025-05-17 21:51:00,1033,2139.41,2008,Bangalore,Android,top-up,0,21,Saturday,1
TXN000045,2025-05-20 02:34:00,1069,1585.89,2045,Bangalore,Web,transfer,0,2,Tuesday,0
TXN000046,2025-05-05 21:08:00,1084,5550.48,2006,Mumbai,iOS,transfer,0,21,Monday,0
TXN000047,2025-05-06 14:18:00,1019,7426.74,2017,Bangalore,Web,top-up,0,14,Tuesday,0
TXN000048,2025-05-26 19:58:00,1081,2043.94,2016,Chennai,iOS,bill,0,19,Monday,0
TXN000049,2025-05-17 07:27:00,1011,8462.58,2040,Kolkata,iOS,transfer,0,7,Saturday,1
TXN000050,2025-05-16 09:13:00,1033,26313.3,2010,Kolkata,Web,purchase,1,9,Friday,0
TXN000051,2025-05-05 04:16:00,1088,1127.62,2009,Chennai,Android,bill,0,4,Monday,0
TXN000052,2025-05-08 04:55:00,1016,1489.46,2002,Bangalore,iOS,transfer,0,4,Thursday,0
TXN000053,2025-05-14 08:02:00,1031,2108.66,2042,Delhi,iOS,purchase,0,8,Wednesday,0
TXN000054,2025-05-08 18:23:00,1030,7497.28,2010,Mumbai,iOS,transfer,0,18,Thursday,0
TXN000055,2025-05-05 19:55:00,1052,9245.63,2042,Mumbai,iOS,top-up,0,19,Monday,0
TXN000056,2025-05-31 14:44:00,1004,1089.88,2030,Mumbai,Android,purchase,0,14,Saturday,1
TXN000057,2025-05-14 02:22:00,1029,8207.16,2014,Delhi,Web,top-up,0,2,Wednesday,0
TXN000058,2025-05-30 18:38:00,1008,2793.24,2049,Bangalore,iOS,purchase,0,18,Friday,0
TXN000059,2025-05-31 02:11:00,1042,8438.18,2001,Delhi,iOS,top-up,0,2,Saturday,1
TXN000060,2025-05-11 22:38:00,1004,9835.67,2006,Chennai,iOS,bill,0,22,Sunday,1
TXN000061,2025-05-17 12:26:00,1077,3143.64,2032,Delhi,iOS,top-up,0,12,Saturday,1
TXN000062,2025-05-28 13:01:00,1000,7090.76,2033,Chennai,Web,top-up,0,13,Wednesday,0
TXN000063,2025-05-18 02:01:00,1085,709.04,2021,Chennai,iOS,transfer,0,2,Sunday,1
TXN000064,2025-05-28 15:21:00,1039,3010.22,2042,Kolkata,iOS,purchase,0,15,Wednesday,0
TXN000065,2025-05-18 00:56:00,1024,5548.58,2026,Kolkata,Web,top-up,0,0,Sunday,1
TXN000066,2025-05-25 03:25:00,1070,3016.49,2000,Bangalore,iOS,top-up,0,3,Sunday,1
TXN000067,2025-05-05 06:34:00,1083,5804.05,2020,Kolkata,iOS,purchase,0,6,Monday,0
TXN000068,2025-05-30 16:26:00,1094,5116.63,2010,Delhi,iOS,bill,0,16,Friday,0
TXN000069,2025-05-22 09:46:00,1030,9520.48,2043,Bangalore,Android,top-up,0,9,Thursday,0
TXN000070,2025-05-13 02:57:00,1060,471.68,2039,Delhi,iOS,purchase,0,2,Tuesday,0
TXN000071,2025-05-30 00:54:00,1091,5760.95,2044,Kolkata,iOS,purchase,0,0,Friday,0
TXN000072,2025-05-13 19:41:00,1000,6564.02,2048,Delhi,iOS,top-up,0,19,Tuesday,0
TXN000073,2025-05-23 22:49:00,1066,9580.08,2029,Delhi,Web,top-up,0,22,Friday,0
TXN000074,2025-06-03 03:55:00,1017,1222.37,2029,Chennai,Web,bill,0,3,Tuesday,0
TXN000075,2025-05-25 18:16:00,1078,8915.34,2046,Chennai,iOS,purchase,0,18,Sunday,1
TXN000076,2025-05-07 12:27:00,1060,7439.12,2028,Bangalore,Android,bill,0,12,Wednesday,0
TXN000077,2025-05-19 13:17:00,1080,5217.79,2015,Bangalore,iOS,transfer,0,13,Monday,0
TXN000078,2025-05-30 02:18:00,1042,2352.59,2020,Chennai,Android,top-up,0,2,Friday,0
TXN000079,2025-05-29 05:49:00,1019,3836.52,2045,Mumbai,Android,purchase,0,5,Thursday,0
TXN000080,2025-06-01 13:37:00,1053,5430.69,2003,Mumbai,iOS,purchase,0,13,Sunday,1
TXN000081,2025-05-22 10:03:00,1089,5844.95,2001,Chennai,iOS,purchase,0,10,Thursday,0
TXN000082,2025-05-18 20:34:00,1053,13252.0,2034,Chennai,Web,top-up,1,20,Sunday,1
TXN000083,2025-05-22 04:54:00,1062,2736.62,2001,Kolkata,iOS,purchase,0,4,Thursday,0
TXN000084,2025-05-30 15:06:00,1016,8406.65,2039,Chennai,Android,purchase,0,15,Friday,0
TXN000085,2025-05-18 05:09:00,1010,6633.37,2041,Kolkata,Android,purchase,0,5,Sunday,1
TXN000086,2025-05-12 00:38:00,1041,2608.96,2013,Kolkata,iOS,bill,0,0,Monday,0
TXN000087,2025-05-07 18:46:00,1096,3797.47,2026,Bangalore,Android,purchase,0,18,Wednesday,0
TXN000088,2025-05-30 04:35:00,1044,24293.11,2014,Delhi,Web,transfer,1,4,Friday,0
TXN000089,2025-05-09 17:28:00,1025,9496.62,2001,Chennai,Android,top-up,0,17,Friday,0
TXN000090,2025-05-09 11:09:00,1072,6697.89,2013,Kolkata,Web,bill,0,11,Friday,0
TXN000091,2025-05-05 11:49:00,1077,1686.21,2047,Delhi,Android,bill,0,11,Monday,0
TXN000092,2025-05-15 11:33:00,1039,266.53,2036,Kolkata,iOS,top-up,0,11,Thursday,0
TXN000093,2025-05-29 17:50:00,1080,6909.24,2015,Delhi,Web,bill,0,17,Thursday,0
TXN000094,2025-05-21 08:11:00,1015,6008.11,2036,Delhi,iOS,purchase,0,8,Wednesday,0
TXN000095,2025-05-19 22:36:00,1082,698.88,2021,Delhi,iOS,purchase,0,22,Monday,0
TXN000096,2025-05-18 06:58:00,1081,9608.27,2029,Mumbai,iOS,top-up,0,6,Sunday,1
TXN000097,2025-05-11 06:27:00,1034,9655.08,2039,Chennai,iOS,purchase,0,6,Sunday,1
TXN000098,2025-05-15 15:32:00,1034,7312.95,2020,Mumbai,Android,bill,0,15,Thursday,0
TXN000099,2025-06-03 08:32:00,1059,2446.2,2036,Chennai,Web,purchase,0,8,Tuesday,0
TXN000100,2025-05-05 04:52:00,1041,4948.12,2011,Kolkata,Android,bill,0,4,Monday,0
TXN000101,2025-05-13 08:09:00,1076,3409.99,2044,Bangalore,Web,transfer,0,8,Tuesday,0
TXN000102,2025-06-01 10:37:00,1030,1918.65,2046,Kolkata,iOS,top-up,0,10,Sunday,1
TXN000103,2025-05-17 01:24:00,1062,6462.57,2028,Delhi,Android,bill,0,1,Saturday,1
TXN000104,2025-05-31 01:20:00,1039,6920.95,2042,Chennai,iOS,purchase,0,1,Saturday,1
TXN000105,2025-05-09 07:29:00,1095,3444.14,2035,Bangalore,iOS,purchase,0,7,Friday,0
TXN000106,2025-05-27 16:59:00,1015,2521.52,2046,Mumbai,iOS,transfer,0,16,Tuesday,0
TXN000107,2025-05-29 05:26:00,1088,9509.27,2011,Mumbai,Android,purchase,0,5,Thursday,0
TXN000108,2025-05-31 06:30:00,1097,5899.97,2033,Chennai,iOS,transfer,0,6,Saturday,1
TXN000109,2025-05-16 10:05:00,1046,2969.5,2011,Bangalore,Android,top-up,0,10,Friday,0
TXN000110,2025-05-18 07:23:00,1070,9743.21,2018,Mumbai,Web,purchase,0,7,Sunday,1
TXN000111,2025-05-26 07:24:00,1036,132.53,2030,Kolkata,iOS,bill,0,7,Monday,0
TXN000112,2025-05-22 05:45:00,1061,523.25,2007,Delhi,iOS,purchase,0,5,Thursday,0
TXN000113,2025-05-20 19:38:00,1006,6298.16,2009,Mumbai,Web,bill,0,19,Tuesday,0
TXN000114,2025-05-29 19:23:00,1071,2489.43,2048,Kolkata,Web,top-up,0,19,Thursday,0
TXN000115,2025-05-20 23:00:00,1056,3809.98,2019,Chennai,iOS,bill,0,23,Tuesday,0
TXN000116,2025-05-30 08:37:00,1094,611.7,2006,Mumbai,Web,top-up,0,8,Friday,0
TXN000117,2025-05-10 23:31:00,1030,821.06,2011,Chennai,Android,top-up,0,23,Saturday,1
TXN000118,2025-05-23 14:04:00,1037,14801.0,2002,Mumbai,iOS,bill,1,14,Friday,0
TXN000119,2025-05-16 10:06:00,1087,4545.77,2014,Bangalore,Web,top-up,0,10,Friday,0
TXN000120,2025-05-27 08:25:00,1082,5450.18,2009,Bangalore,Android,transfer,0,8,Tuesday,0
TXN000121,2025-06-02 04:06:00,1076,7928.36,2047,Chennai,iOS,purchase,0,4,Monday,0
TXN000122,2025-05-31 04:01:00,1089,6889.89,2025,Bangalore,Web,purchase,0,4,Saturday,1
TXN000123,2025-05-14 19:28:00,1055,5984.39,2047,Bangalore,Web,bill,0,19,Wednesday,0
TXN000124,2025-05-23 06:24:00,1086,2296.95,2036,Chennai,Android,bill,0,6,Friday,0
TXN000125,2025-05-24 20:36:00,1022,7633.46,2030,Chennai,Web,purchase,0,20,Saturday,1
TXN000126,2025-05-08 07:00:00,1074,1823.08,2027,Kolkata,Android,purchase,0,7,Thursday,0
TXN000127,2025-06-02 05:20:00,1085,3339.75,2006,Mumbai,iOS,purchase,0,5,Monday,0
TXN000128,2025-05-10 05:10:00,1051,2889.3,2048,Chennai,Android,purchase,0,5,Saturday,1
TXN000129,2025-05-27 14:55:00,1014,2531.46,2049,Kolkata,Web,transfer,0,14,Tuesday,0
TXN000130,2025-05-08 19:03:00,1052,5430.51,2003,Mumbai,Web,bill,0,19,Thursday,0
TXN000131,2025-05-24 19:19:00,1056,4989.95,2048,Delhi,Android,bill,0,19,Saturday,1
TXN000132,2025-05-30 18:19:00,1056,9277.45,2044,Kolkata,Android,transfer,0,18,Friday,0
TXN000133,2025-05-09 18:18:00,1030,6092.63,2045,Mumbai,iOS,transfer,0,18,Friday,0
TXN000134,2025-06-03 04:00:00,1014,941.16,2029,Delhi,Web,top-up,0,4,Tuesday,0
TXN000135,2025-05-09 17:47:00,1065,7168.87,2045,Bangalore,iOS,purchase,0,17,Friday,0
TXN000136,2025-05-22 19:41:00,1070,2444.87,2009,Kolkata,Android,top-up,0,19,Thursday,0
TXN000137,2025-05-07 10:31:00,1053,2769.71,2021,Chennai,iOS,transfer,0,10,Wednesday,0
TXN000138,2025-06-01 00:52:00,1075,2992.57,2037,Kolkata,Android,purchase,0,0,Sunday,1
TXN000139,2025-05-16 07:38:00,1070,3457.79,2048,Chennai,iOS,purchase,0,7,Friday,0
TXN000140,2025-05-30 21:46:00,1089,8697.32,2015,Chennai,iOS,top-up,0,21,Friday,0
TXN000141,2025-05-04 18:45:00,1040,4113.64,2047,Kolkata,Web,purchase,0,18,Sunday,1
TXN000142,2025-05-10 17:34:00,1083,6640.25,2009,Kolkata,Android,top-up,0,17,Saturday,1
TXN000143,2025-05-21 03:52:00,1012,5905.9,2028,Delhi,Web,purchase,0,3,Wednesday,0
TXN000144,2025-05-29 09:23:00,1019,5964.01,2004,Kolkata,iOS,bill,1,9,Thursday,0
TXN000145,2025-05-17 14:50:00,1010,3980.86,2021,Chennai,iOS,bill,0,14,Saturday,1
TXN000146,2025-05-28 02:41:00,1062,8875.51,2034,Delhi,Web,transfer,0,2,Wednesday,0
TXN000147,2025-05-10 12:01:00,1036,6847.15,2014,Delhi,iOS,transfer,0,12,Saturday,1
TXN000148,2025-05-10 17:06:00,1012,7041.87,2028,Mumbai,Web,bill,0,17,Saturday,1
TXN000149,2025-05-08 15:47:00,1007,469.45,2018,Bangalore,iOS,purchase,0,15,Thursday,0
TXN000150,2025-05-09 04:35:00,1072,5316.35,2043,Mumbai,Android,top-up,0,4,Friday,0
TXN000151,2025-05-27 08:31:00,1079,8709.69,2043,Mumbai,iOS,top-up,0,8,Tuesday,0
TXN000152,2025-05-09 07:03:00,1058,6382.67,2016,Delhi,iOS,bill,0,7,Friday,0
TXN000153,2025-06-01 06:23:00,1056,1588.18,2022,Chennai,iOS,purchase,0,6,Sunday,1
TXN000154,2025-05-20 13:20:00,1038,4573.79,2012,Kolkata,iOS,transfer,0,13,Tuesday,0
TXN000155,2025-06-01 14:44:00,1073,5723.51,2018,Bangalore,Android,purchase,0,14,Sunday,1
TXN000156,2025-05-30 09:39:00,1087,5663.63,2049,Delhi,Web,purchase,0,9,Friday,0
TXN000157,2025-05-11 16:19:00,1099,9030.32,2014,Chennai,iOS,top-up,0,16,Sunday,1
TXN000158,2025-05-17 08:14:00,1086,6212.7,2048,Mumbai,Web,transfer,0,8,Saturday,1
TXN000159,2025-05-24 01:20:00,1039,6466.94,2028,Delhi,Web,bill,0,1,Saturday,1
TXN000160,2025-05-17 12:22:00,1037,910.43,2020,Kolkata,Android,top-up,0,12,Saturday,1
TXN000161,2025-05-06 19:40:00,1046,5398.68,2033,Chennai,iOS,top-up,0,19,Tuesday,0
TXN000162,2025-06-03 05:05:00,1061,8248.65,2018,Bangalore,Android,purchase,0,5,Tuesday,0
TXN000163,2025-05-05 04:09:00,1028,1416.16,2043,Kolkata,Web,bill,0,4,Monday,0
TXN000164,2025-05-29 15:14:00,1033,3951.8,2034,Delhi,iOS,bill,0,15,Thursday,0
TXN000165,2025-06-02 05:18:00,1074,6726.68,2024,Bangalore,Android,top-up,0,5,Monday,0
TXN000166,2025-05-15 13:07:00,1071,6199.27,2020,Chennai,Android,transfer,0,13,Thursday,0
TXN000167,2025-05-04 20:06:00,1089,4648.03,2019,Kolkata,Android,top-up,0,20,Sunday,1
TXN000168,2025-05-16 12:43:00,1063,381.75,2007,Delhi,Android,top-up,0,12,Friday,0
TXN000169,2025-06-03 09:34:00,1095,3716.41,2044,Chennai,iOS,top-up,0,9,Tuesday,0
TXN000170,2025-05-22 04:16:00,1062,6552.67,2039,Kolkata,iOS,transfer,0,4,Thursday,0
TXN000171,2025-06-01 10:08:00,1056,2180.52,2015,Bangalore,Android,bill,0,10,Sunday,1
TXN000172,2025-05-18 08:55:00,1045,9778.65,2003,Kolkata,iOS,top-up,0,8,Sunday,1
TXN000173,2025-05-18 07:05:00,1058,9490.62,2005,Mumbai,Web,transfer,0,7,Sunday,1
TXN000174,2025-05-27 10:55:00,1016,3341.76,2036,Mumbai,Android,top-up,0,10,Tuesday,0
TXN000175,2025-05-25 07:23:00,1029,8132.4,2021,Mumbai,Web,transfer,0,7,Sunday,1
TXN000176,2025-05-10 07:24:00,1016,9840.44,2034,Bangalore,Android,transfer,0,7,Saturday,1
TXN000177,2025-05-20 09:03:00,1001,267.54,2022,Mumbai,Web,bill,0,9,Tuesday,0
TXN000178,2025-05-16 09:56:00,1053,5003.45,2033,Delhi,Web,transfer,1,9,Friday,0
TXN000179,2025-05-19 11:14:00,1065,7782.39,2037,Delhi,iOS,top-up,0,11,Monday,0
TXN000180,2025-05-27 15:33:00,1084,443.22,2033,Bangalore,iOS,transfer,0,15,Tuesday,0
TXN000181,2025-05-16 15:15:00,1051,4795.03,2027,Delhi,iOS,purchase,0,15,Friday,0
TXN000182,2025-05-23 23:05:00,1077,817.1,2009,Delhi,Android,bill,0,23,Friday,0
TXN000183,2025-05-19 08:55:00,1091,5857.79,2020,Kolkata,Web,bill,0,8,Monday,0
TXN000184,2025-05-14 22:02:00,1012,6058.21,2044,Delhi,Web,top-up,0,22,Wednesday,0
TXN000185,2025-05-12 22:33:00,1052,8882.03,2021,Kolkata,iOS,purchase,0,22,Monday,0
TXN000186,2025-05-19 14:34:00,1040,3132.36,2042,Bangalore,iOS,top-up,0,14,Monday,0
TXN000187,2025-05-19 14:16:00,1011,4747.94,2005,Delhi,iOS,transfer,0,14,Monday,0
TXN000188,2025-06-01 16:14:00,1016,3732.74,2035,Delhi,Web,bill,0,16,Sunday,1
TXN000189,2025-05-11 09:12:00,1085,4113.98,2048,Kolkata,Web,transfer,0,9,Sunday,1
TXN000190,2025-06-01 13:31:00,1045,6008.1,2006,Chennai,Web,top-up,0,13,Sunday,1
TXN000191,2025-05-15 11:18:00,1013,4827.07,2022,Chennai,iOS,transfer,0,11,Thursday,0
TXN000192,2025-05-23 12:33:00,1054,5745.26,2035,Chennai,Web,transfer,0,12,Friday,0
TXN000193,2025-05-11 17:10:00,1088,6581.73,2017,Delhi,Android,bill,0,17,Sunday,1
TXN000194,2025-05-07 18:30:00,1043,3096.76,2022,Delhi,Android,top-up,0,18,Wednesday,0
TXN000195,2025-05-20 06:50:00,1018,4013.84,2047,Delhi,Android,top-up,0,6,Tuesday,0
TXN000196,2025-05-04 18:47:00,1020,4541.92,2023,Bangalore,Web,bill,0,18,Sunday,1
TXN000197,2025-05-19 16:01:00,1010,5680.26,2003,Mumbai,Android,transfer,0,16,Monday,0
TXN000198,2025-05-06 11:43:00,1084,2728.31,2027,Kolkata,Web,purchase,0,11,Tuesday,0
TXN000199,2025-05-16 17:52:00,1065,2163.53,2007,Bangalore,iOS,transfer,0,17,Friday,0
TXN000200,2025-05-20 10:33:00,1062,6788.08,2033,Bangalore,Android,top-up,0,10,Tuesday,0
TXN000201,2025-05-05 10:04:00,1000,5997.26,2013,Bangalore,Android,top-up,0,10,Monday,0
TXN000202,2025-05-23 03:06:00,1015,2901.58,2000,Kolkata,Web,purchase,0,3,Friday,0
TXN000203,2025-06-02 17:14:00,1090,3808.27,2014,Chennai,Web,bill,0,17,Monday,0
TXN000204,2025-05-14 07:20:00,1005,8619.03,2027,Delhi,iOS,transfer,0,7,Wednesday,0
TXN000205,2025-05-14 14:28:00,1073,5761.83,2025,Kolkata,iOS,transfer,0,14,Wednesday,0
TXN000206,2025-05-18 10:38:00,1021,9662.33,2039,Kolkata,Web,bill,0,10,Sunday,1
TXN000207,2025-05-14 01:29:00,1031,8446.4,2027,Chennai,iOS,transfer,0,1,Wednesday,0
TXN000208,2025-05-30 10:21:00,1043,3109.64,2014,Bangalore,Android,transfer,0,10,Friday,0
TXN000209,2025-05-30 13:12:00,1065,1149.13,2012,Bangalore,iOS,top-up,0,13,Friday,0
TXN000210,2025-05-15 16:24:00,1025,1472.98,2011,Chennai,Android,transfer,0,16,Thursday,0
TXN000211,2025-05-18 16:39:00,1063,7730.75,2029,Chennai,Web,purchase,0,16,Sunday,1
TXN000212,2025-05-09 16:59:00,1082,8821.66,2040,Chennai,iOS,bill,0,16,Friday,0
TXN000213,2025-05-09 22:52:00,1056,692.18,2040,Bangalore,iOS,transfer,0,22,Friday,0
TXN000214,2025-05-10 11:57:00,1059,751.16,2028,Delhi,Android,bill,0,11,Saturday,1
TXN000215,2025-05-20 21:51:00,1011,776.54,2039,Chennai,Web,purchase,0,21,Tuesday,0
TXN000216,2025-06-01 05:30:00,1094,5547.62,2002,Kolkata,Web,top-up,0,5,Sunday,1
TXN000217,2025-05-20 20:00:00,1019,4761.53,2003,Kolkata,Android,bill,0,20,Tuesday,0
TXN000218,2025-06-02 00:04:00,1082,852.45,2011,Delhi,Android,purchase,0,0,Monday,0
TXN000219,2025-05-30 14:21:00,1078,5245.44,2010,Bangalore,iOS,bill,0,14,Friday,0
TXN000220,2025-05-08 06:49:00,1086,7746.9,2038,Delhi,Web,bill,0,6,Thursday,0
TXN000221,2025-05-29 02:56:00,1086,954.11,2024,Bangalore,iOS,top-up,0,2,Thursday,0
TXN000222,2025-05-08 00:35:00,1018,5831.57,2022,Bangalore,Web,purchase,0,0,Thursday,0
TXN000223,2025-05-18 11:40:00,1010,7091.25,2019,Chennai,iOS,bill,0,11,Sunday,1
TXN000224,2025-05-28 03:25:00,1094,6704.46,2043,Chennai,Android,purchase,0,3,Wednesday,0
TXN000225,2025-05-08 12:30:00,1039,192.12,2011,Mumbai,iOS,purchase,0,12,Thursday,0
TXN000226,2025-05-30 03:34:00,1019,9999.77,2004,Bangalore,Android,transfer,0,3,Friday,0
TXN000227,2025-05-12 23:44:00,1079,8765.16,2008,Chennai,iOS,top-up,0,23,Monday,0
TXN000228,2025-05-04 21:13:00,1098,8315.14,2039,Mumbai,Web,purchase,0,21,Sunday,1
TXN000229,2025-05-28 14:22:00,1092,3649.35,2015,Kolkata,Web,bill,0,14,Wednesday,0
TXN000230,2025-05-11 07:52:00,1029,7840.17,2034,Mumbai,iOS,purchase,0,7,Sunday,1
TXN000231,2025-06-02 09:48:00,1086,1948.22,2036,Kolkata,iOS,bill,0,9,Monday,0
TXN000232,2025-05-22 08:53:00,1053,5034.04,2010,Mumbai,Web,top-up,0,8,Thursday,0
TXN000233,2025-05-28 22:56:00,1061,531.28,2023,Chennai,Android,transfer,0,22,Wednesday,0
TXN000234,2025-05-22 10:05:00,1034,7633.54,2028,Chennai,Android,purchase,0,10,Thursday,0
TXN000235,2025-05-20 03:17:00,1057,9105.94,2022,Delhi,iOS,transfer,0,3,Tuesday,0
TXN000236,2025-05-05 00:22:00,1049,3745.88,2005,Bangalore,Android,transfer,0,0,Monday,0
TXN000237,2025-05-24 15:11:00,1091,999.84,2041,Bangalore,Android,top-up,0,15,Saturday,1
TXN000238,2025-05-31 16:18:00,1060,9174.79,2044,Mumbai,Web,purchase,0,16,Saturday,1
TXN000239,2025-05-11 09:34:00,1010,62.46,2001,Bangalore,Android,top-up,0,9,Sunday,1
TXN000240,2025-05-05 01:23:00,1067,7275.08,2027,Delhi,iOS,top-up,0,1,Monday,0
TXN000241,2025-05-15 01:59:00,1053,487.02,2040,Chennai,iOS,transfer,0,1,Thursday,0
TXN000242,2025-05-07 15:18:00,1076,9052.42,2034,Delhi,Web,top-up,0,15,Wednesday,0
TXN000243,2025-05-26 04:54:00,1000,2919.81,2039,Bangalore,Android,purchase,0,4,Monday,0
TXN000244,2025-05-21 01:01:00,1067,6685.47,2023,Delhi,Web,transfer,0,1,Wednesday,0
TXN000245,2025-05-22 16:09:00,1081,4706.65,2024,Bangalore,iOS,transfer,0,16,Thursday,0
TXN000246,2025-05-26 09:38:00,1030,684.92,2046,Delhi,Web,bill,0,9,Monday,0
TXN000247,2025-05-17 15:05:00,1043,3529.47,2041,Mumbai,Web,purchase,0,15,Saturday,1
TXN000248,2025-05-29 07:53:00,1023,4790.53,2008,Delhi,Web,purchase,0,7,Thursday,0
TXN000249,2025-05-20 02:34:00,1025,2023.89,2002,Bangalore,iOS,purchase,0,2,Tuesday,0
TXN000250,2025-05-25 15:08:00,1032,5434.88,2002,Mumbai,iOS,bill,0,15,Sunday,1
TXN000251,2025-05-14 01:43:00,1083,487.56,2021,Bangalore,Android,bill,0,1,Wednesday,0
TXN000252,2025-05-10 18:42:00,1056,4006.22,2024,Bangalore,Android,purchase,0,18,Saturday,1
TXN000253,2025-05-29 11:29:00,1066,3679.8,2017,Delhi,Web,purchase,0,11,Thursday,0
TXN000254,2025-05-26 19:05:00,1023,6028.51,2034,Bangalore,iOS,transfer,0,19,Monday,0
TXN000255,2025-05-14 20:29:00,1039,6612.58,2028,Chennai,Web,purchase,0,20,Wednesday,0
TXN000256,2025-05-11 16:15:00,1057,4444.64,2002,Bangalore,Web,purchase,0,16,Sunday,1
TXN000257,2025-05-14 03:27:00,1007,9800.47,2004,Kolkata,iOS,top-up,0,3,Wednesday,0
TXN000258,2025-05-21 11:27:00,1077,1436.37,2043,Kolkata,Android,top-up,0,11,Wednesday,0
